iptm bb_target_aligned_rmsd
0.8474634885787964 39.53440856933594
0.8379570245742798 2.3814873695373535
0.8469423055648804 5.189748764038086
0.8986840844154358 1.0790207386016846
0.7999625205993652 3.906020402908325
0.7397270202636719 68.25910949707031
0.8580723404884338 1.0108085870742798
0.8528568148612976 1.9621596336364746
0.9143907427787781 0.929381251335144
0.6835061311721802 54.062564849853516
0.8357539176940918 47.69854736328125
0.6338397264480591 66.23519897460938
0.8830408453941345 4.991271018981934
0.9141575694084167 2.257739543914795
0.8830611109733582 61.835914611816406
0.8364776968955994 75.06047821044922
0.8881556987762451 2.0637903213500977
0.9176873564720154 1.300777792930603
0.718746542930603 57.878761291503906
0.829376757144928 2.250737428665161
0.8832968473434448 1.439224123954773
0.6605753302574158 63.863182067871094
0.7381673455238342 53.760562896728516
0.9148339033126831 1.6568892002105713
0.7859076857566833 47.95658874511719
0.7471170425415039 49.41943359375
0.9129983186721802 2.9496676921844482
0.9326268434524536 2.45090913772583
0.8087515830993652 4.151052474975586
0.8803518414497375 1.750604271888733
0.6722938418388367 54.16759490966797
0.9123374223709106 0.8763335347175598
0.9300024509429932 2.161135673522949
0.6244086623191833 68.55073547363281
0.677839457988739 7.706234931945801
0.9021397829055786 2.234142780303955
0.6482825875282288 52.849082946777344
0.7858741283416748 3.3538718223571777
0.7534117698669434 60.09018325805664
0.6676859259605408 50.77312469482422
0.8978846073150635 1.4045250415802002
0.7967207431793213 52.95277786254883
0.9119124412536621 3.2018237113952637
0.6455922722816467 55.40006637573242
0.676533043384552 59.402992248535156
0.9077240228652954 1.6628749370574951
0.8349413275718689 58.4676399230957
0.8217796087265015 53.87223434448242
0.7819228172302246 48.88475036621094
0.7787781357765198 63.66834259033203
0.8393266201019287 48.15422821044922
0.7021764516830444 24.822195053100586
0.6665957570075989 30.724105834960938
0.7249181866645813 56.68865966796875
0.7238831520080566 70.58918762207031
0.6712018847465515 55.30221939086914
0.6559227705001831 62.1951789855957
0.7202513813972473 58.66067886352539
0.6406185030937195 65.37203216552734
0.6973558068275452 67.44750213623047
0.7516380548477173 52.739192962646484
0.8939576745033264 2.3670809268951416
0.8459081649780273 14.267255783081055
0.7887795567512512 61.67229080200195
0.7294687032699585 65.25194549560547
0.7115448713302612 58.481380462646484
0.7352253198623657 59.95491409301758
